surge_set	surge_count	time_to_id_days	window_overlap	window_size_samples	start_threshold	exit_threshold	delta_threshold_start	delta_threshold_exit	match_cost_sec	match_cost_days	match_cost_days_per_surge
3d	12	16.3333333333333	yes	6	2	4	0.075	0	240106200	2779.00694444444	198.500496031746
3d	12	16.3333333333333	yes	6	2	4	0.1	0	240106200	2779.00694444444	198.500496031746
2d	13	28	yes	5	4	1	0.025	0	240192720	2780.00833333333	198.572023809524
3d	12	18.6666666666667	yes	6	3	4	0	0	241488480	2795.00555555556	199.643253968254
2d	12	7	no	2	1	3	0.1	0	241661160	2797.00416666667	199.786011904762
2d	16	10.5	yes	2	2	3	0.075	0	242006520	2801.00138888889	200.071527777778
2d	16	10.5	yes	2	2	3	0.1	0	242006520	2801.00138888889	200.071527777778
2d	12	7	no	2	1	3	0.025	0	242265960	2804.00416666667	200.286011904762
2d	12	7	no	2	1	3	0.05	0	242265960	2804.00416666667	200.286011904762
2d	12	7	no	2	1	3	0.075	0	242265960	2804.00416666667	200.286011904762
2d	12	3.5	yes	1	1	3	0	0	243129360	2813.99722222222	200.999801587302
2d	12	3.5	yes	1	1	3	0.025	0	243129360	2813.99722222222	200.999801587302
2d	12	3.5	yes	1	1	3	0.05	0	243129360	2813.99722222222	200.999801587302
2d	12	3.5	yes	1	1	3	0.075	0	243129360	2813.99722222222	200.999801587302
2d	12	3.5	yes	1	1	3	0.1	0	243129360	2813.99722222222	200.999801587302
2d	12	3.5	no	1	1	3	0	0	243129360	2813.99722222222	200.999801587302
2d	12	3.5	no	1	1	3	0.025	0	243129360	2813.99722222222	200.999801587302
2d	12	3.5	no	1	1	3	0.05	0	243129360	2813.99722222222	200.999801587302
2d	12	3.5	no	1	1	3	0.075	0	243129360	2813.99722222222	200.999801587302
2d	12	3.5	no	1	1	3	0.1	0	243129360	2813.99722222222	200.999801587302
3d	12	21	yes	6	4	2	0.025	0	243303000	2816.00694444444	201.143353174603
3d	12	4.66666666666667	yes	1	2	3	0	0	243647880	2819.99861111111	201.428472222222
3d	12	4.66666666666667	yes	1	2	3	0.025	0	243647880	2819.99861111111	201.428472222222
3d	12	4.66666666666667	yes	1	2	3	0.05	0	243647880	2819.99861111111	201.428472222222
3d	12	4.66666666666667	yes	1	2	3	0.075	0	243647880	2819.99861111111	201.428472222222
3d	12	4.66666666666667	no	1	2	3	0	0	243647880	2819.99861111111	201.428472222222
3d	12	4.66666666666667	no	1	2	3	0.025	0	243647880	2819.99861111111	201.428472222222
3d	12	4.66666666666667	no	1	2	3	0.05	0	243647880	2819.99861111111	201.428472222222
3d	12	4.66666666666667	no	1	2	3	0.075	0	243647880	2819.99861111111	201.428472222222
all	12	14	no	4	3	2	0	0	243734040	2820.99583333333	201.499702380952
4d	16	10.5	yes	3	4	2	0.05	0	243993600	2824	201.714285714286
all	12	5.83333333333333	yes	2	4	3	0.075	0	244079640	2824.99583333333	201.785416666667
3d	12	4.66666666666667	yes	1	2	3	0.1	0	244252680	2826.99861111111	201.928472222222
3d	12	4.66666666666667	no	1	2	3	0.1	0	244252680	2826.99861111111	201.928472222222
3d	12	16.3333333333333	yes	6	2	4	0.05	0	244253520	2827.00833333333	201.929166666667
2d	12	7	no	2	1	3	0	0	244426080	2829.00555555556	202.071825396825
2d	15	14	yes	2	3	1	0.075	0	244728780	2832.50902777778	202.322073412698
3d	12	11.6666666666667	yes	2	4	1	0.025	0	244857720	2834.00138888889	202.428670634921
3d	12	11.6666666666667	yes	2	4	2	0.025	0	244857720	2834.00138888889	202.428670634921
2d	12	10.5	yes	1	3	1	0	0	245721240	2843.99583333333	203.14255952381
2d	12	10.5	no	1	3	1	0	0	245721240	2843.99583333333	203.14255952381
3d	12	21	yes	6	4	3	0	0	245981280	2847.00555555556	203.35753968254
all	12	14	no	4	3	1	0.025	0	246153360	2848.99722222222	203.499801587302
2d	12	14	no	2	2	2	0	0	246327000	2851.00694444444	203.643353174603
4d	16	15.75	yes	6	4	4	0.05	0	246498720	2852.99444444444	203.785317460317
3d	12	16.3333333333333	yes	6	2	4	0.025	0	246499920	2853.00833333333	203.78630952381
4d	16	7	yes	2	3	4	0	0	247276800	2862	204.428571428571
4d	16	7	yes	2	3	4	0.025	0	247276800	2862	204.428571428571
1d	12	14	no	2	1	2	0	0	247536480	2865.00555555556	204.643253968254
1d	12	14	no	2	1	2	0.025	0	247536480	2865.00555555556	204.643253968254
1d	12	14	no	2	1	2	0.05	0	247536480	2865.00555555556	204.643253968254
1d	12	14	no	2	1	2	0.075	0	247536480	2865.00555555556	204.643253968254
1d	12	14	no	2	1	2	0.1	0	247536480	2865.00555555556	204.643253968254
3d	12	18.6666666666667	no	4	2	1	0	0	247709040	2867.00277777778	204.785912698413
all	12	4.66666666666667	yes	1	4	1	0.025	0	247795200	2868	204.857142857143
all	12	4.66666666666667	no	1	4	1	0.025	0	247795200	2868	204.857142857143
3d	16	2.33333333333333	yes	1	1	3	0	0	248486160	2875.99722222222	205.428373015873
3d	16	2.33333333333333	yes	1	1	3	0.025	0	248486160	2875.99722222222	205.428373015873
3d	16	2.33333333333333	yes	1	1	3	0.05	0	248486160	2875.99722222222	205.428373015873
3d	16	2.33333333333333	yes	1	1	3	0.075	0	248486160	2875.99722222222	205.428373015873
3d	16	2.33333333333333	no	1	1	3	0	0	248486160	2875.99722222222	205.428373015873
3d	16	2.33333333333333	no	1	1	3	0.025	0	248486160	2875.99722222222	205.428373015873
3d	16	2.33333333333333	no	1	1	3	0.05	0	248486160	2875.99722222222	205.428373015873
3d	16	2.33333333333333	no	1	1	3	0.075	0	248486160	2875.99722222222	205.428373015873
4d	16	7	yes	2	3	4	0.05	0	248572800	2877	205.5
3d	16	2.33333333333333	yes	1	1	3	0.1	0	248745360	2878.99722222222	205.642658730159
3d	16	2.33333333333333	no	1	1	3	0.1	0	248745360	2878.99722222222	205.642658730159
3d	16	14	yes	5	2	4	0	0	249695640	2889.99583333333	206.428273809524
all	12	11.6666666666667	no	5	2	2	0.1	0	250301160	2897.00416666667	206.928869047619
2d	12	31.5	yes	6	4	3	0	0	250387680	2898.00555555556	207.000396825397
2d	12	31.5	yes	6	4	4	0	0	250387680	2898.00555555556	207.000396825397
3d	16	16.3333333333333	yes	4	4	1	0.025	0	251250840	2907.99583333333	207.713988095238
2d	16	21	yes	5	2	3	0.05	0	251251440	2908.00277777778	207.714484126984
2d	12	21	no	6	1	1	0	0	251424840	2910.00972222222	207.857837301587
2d	12	21	no	6	1	1	0.025	0	251424840	2910.00972222222	207.857837301587
2d	12	21	no	6	1	1	0.05	0	251424840	2910.00972222222	207.857837301587
2d	16	21	yes	6	1	3	0	0	252201840	2919.00277777778	208.500198412698
2d	16	21	yes	6	1	3	0.025	0	252201840	2919.00277777778	208.500198412698
3d	12	21	yes	6	4	1	0.05	0	252288120	2920.00138888889	208.571527777778
all	12	14	no	6	2	2	0.025	0	252547800	2923.00694444444	208.78621031746
2d	16	21	yes	6	1	3	0.075	0	253238640	2931.00277777778	209.357341269841
2d	16	21	yes	6	1	3	0.05	0	253670640	2936.00277777778	209.714484126984
1d	16	35	yes	4	2	1	0	0	254275800	2943.00694444444	210.214781746032
4d	12	17.5	no	5	2	1	0.1	0	254621520	2947.00833333333	210.500595238095
2d	16	14	yes	2	3	2	0	0	255052440	2951.99583333333	210.856845238095
2d	12	14	yes	3	2	4	0.1	0	255312360	2955.00416666667	211.071726190476
1d	16	42	yes	6	1	1	0.1	0	255485640	2957.00972222222	211.21498015873
3d	15	9.33333333333333	no	4	1	2	0.075	0	255874380	2961.50902777778	211.536359126984
3d	15	9.33333333333333	no	4	1	2	0.1	0	255874380	2961.50902777778	211.536359126984
4d	12	14	no	4	2	2	0.025	0	256003680	2963.00555555556	211.643253968254
4d	12	14	no	4	2	2	0.05	0	256003680	2963.00555555556	211.643253968254
4d	12	14	no	4	2	2	0.075	0	256003680	2963.00555555556	211.643253968254
4d	12	14	no	4	2	2	0.1	0	256003680	2963.00555555556	211.643253968254
1d	12	21	no	3	1	1	0.1	0	256263120	2966.00833333333	211.857738095238
2d	12	24.5	yes	6	2	4	0.05	0	256522200	2969.00694444444	212.071924603175
4d	12	14	no	4	2	2	0	0	256608480	2970.00555555556	212.143253968254
4d	16	12.25	yes	4	4	1	0.075	0	257731320	2983.00138888889	213.071527777778
4d	16	12.25	yes	4	4	2	0.075	0	257731320	2983.00138888889	213.071527777778
1d	16	42	yes	5	2	1	0.025	0	259891320	3008.00138888889	214.857242063492
2d	12	21	yes	5	2	3	0.1	0	260237160	3012.00416666667	215.143154761905
1d	12	28	no	4	1	1	0	0	261619320	3028.00138888889	216.285813492063
1d	12	28	no	4	1	1	0.025	0	261619320	3028.00138888889	216.285813492063
3d	16	14	no	6	1	1	0.075	0	262138560	3034.01111111111	216.715079365079
3d	16	14	no	6	1	1	0.1	0	262138560	3034.01111111111	216.715079365079
3d	12	18.6666666666667	yes	5	4	4	0.025	0	262397520	3037.00833333333	216.929166666667
2d	12	17.5	yes	4	2	3	0.05	0	262829400	3042.00694444444	217.28621031746
2d	12	17.5	yes	4	2	3	0.075	0	262829400	3042.00694444444	217.28621031746
2d	12	17.5	yes	4	2	3	0.1	0	262829400	3042.00694444444	217.28621031746
3d	13	14	yes	3	4	1	0.075	0	262915920	3043.00833333333	217.357738095238
1d	12	35	yes	5	1	2	0.075	0	263002200	3044.00694444444	217.429067460317
1d	12	28	yes	3	2	2	0.05	0	264643440	3063.00277777778	218.785912698413
1d	12	28	yes	3	2	2	0.075	0	264643440	3063.00277777778	218.785912698413
2d	12	17.5	yes	3	3	4	0	0	266026200	3079.00694444444	219.929067460317
1d	12	28	yes	3	2	2	0	0	266457840	3084.00277777778	220.285912698413
1d	12	28	yes	3	2	2	0.025	0	266457840	3084.00277777778	220.285912698413
2d	12	14	yes	3	2	4	0.075	0	267149280	3092.00555555556	220.85753968254
3d	15	7	yes	1	3	1	0.075	0	267709500	3098.48958333333	221.32068452381
3d	15	7	no	1	3	1	0.075	0	267709500	3098.48958333333	221.32068452381
2d	12	14	yes	3	2	4	0.05	0	267754080	3099.00555555556	221.35753968254
2d	12	14	yes	3	2	4	0	0	268013400	3102.00694444444	221.571924603175
2d	12	14	yes	3	2	4	0.025	0	268013400	3102.00694444444	221.571924603175
3d	16	14	yes	4	3	3	0.1	0	268359120	3106.00833333333	221.857738095238
4d	12	21	no	6	2	1	0.025	0	269223120	3116.00833333333	222.572023809524
4d	12	21	no	6	2	1	0.05	0	269223120	3116.00833333333	222.572023809524
4d	12	21	no	6	2	1	0.075	0	269223120	3116.00833333333	222.572023809524
4d	12	21	no	6	2	1	0.1	0	269223120	3116.00833333333	222.572023809524
all	16	7	yes	3	4	3	0.075	0	269308440	3116.99583333333	222.64255952381
3d	16	18.6666666666667	yes	6	3	2	0.075	0	270173280	3127.00555555556	223.35753968254
2d	16	21	yes	4	3	1	0.075	0	271555680	3143.00555555556	224.500396825397
2d	12	21	yes	5	2	4	0.025	0	272419200	3153	225.214285714286
2d	12	21	yes	5	2	4	0	0	274060800	3172	226.571428571429
2d	12	17.5	yes	5	1	4	0.025	0	274406400	3176	226.857142857143
2d	12	17.5	yes	5	1	4	0.05	0	274838400	3181	227.214285714286
2d	12	21	yes	5	2	4	0.05	0	275270400	3186	227.571428571429
3d	12	16.3333333333333	yes	4	4	1	0.075	0	275442720	3187.99444444444	227.713888888889
1d	12	49	yes	6	2	1	0.075	0	275616600	3190.00694444444	227.857638888889
2d	12	17.5	yes	5	1	4	0	0	275788800	3192	228
all	12	7	no	2	3	2	0.075	0	276652800	3202	228.714285714286
2d	12	24.5	yes	6	2	2	0.1	0	276653520	3202.00833333333	228.714880952381
3d	12	14	yes	3	4	2	0.075	0	278295120	3221.00833333333	230.072023809524
1d	12	35	yes	4	2	1	0.075	0	284861040	3297.00277777778	235.500198412698
4d	16	8.75	yes	2	4	3	0	0	286674720	3317.99444444444	236.999603174603
3d	15	7	yes	1	3	2	0.025	0	287063100	3322.48958333333	237.32068452381
3d	15	7	yes	1	3	2	0.05	0	287063100	3322.48958333333	237.32068452381
3d	15	7	no	1	3	2	0.025	0	287063100	3322.48958333333	237.32068452381
3d	15	7	no	1	3	2	0.05	0	287063100	3322.48958333333	237.32068452381
3d	12	7	yes	1	3	2	0.1	0	290821800	3365.99305555556	240.428075396825
3d	12	7	no	1	3	2	0.1	0	290821800	3365.99305555556	240.428075396825
3d	11	18.6666666666667	yes	5	4	4	0.05	0	291773040	3377.00277777778	241.214484126984
2d	16	14	yes	2	3	1	0.05	0	295401720	3419.00138888889	244.214384920635
2d	13	14	yes	2	3	1	0.1	0	297216720	3440.00833333333	245.714880952381
3d	17	14	yes	3	4	3	0.025	0	298555620	3455.50486111111	246.821775793651
3d	11	18.6666666666667	yes	5	4	1	0.075	0	299894520	3471.00138888889	247.928670634921
3d	11	18.6666666666667	yes	5	4	2	0.075	0	299894520	3471.00138888889	247.928670634921
2d	16	24.5	yes	5	3	1	0.075	0	301104120	3485.00138888889	248.928670634921
2d	16	24.5	yes	5	3	1	0.05	0	301449840	3489.00277777778	249.214484126984
3d	17	18.6666666666667	yes	5	4	1	0.05	0	301924980	3494.50208333333	249.607291666667
3d	11	14	yes	3	4	1	0.1	0	302227800	3498.00694444444	249.857638888889
4d	11	10.5	no	2	3	1	0.1	0	303177480	3508.99861111111	250.642757936508
all	11	10.5	no	3	3	1	0.025	0	304732800	3527	251.928571428571
all	11	10.5	no	3	3	2	0.025	0	304732800	3527	251.928571428571
3d	11	16.3333333333333	yes	4	4	4	0.025	0	305596800	3537	252.642857142857
3d	11	16.3333333333333	yes	4	4	4	0.05	0	305596800	3537	252.642857142857
3d	16	9.33333333333333	no	4	1	2	0	0	309226440	3579.00972222222	255.643551587302
3d	16	9.33333333333333	no	4	1	2	0.025	0	309226440	3579.00972222222	255.643551587302
3d	16	9.33333333333333	no	4	1	2	0.05	0	309226440	3579.00972222222	255.643551587302
1d	17	14	yes	1	2	1	0.075	0	309442260	3581.50763888889	255.821974206349
1d	17	14	yes	1	2	1	0.1	0	309442260	3581.50763888889	255.821974206349
1d	17	14	no	1	2	1	0.075	0	309442260	3581.50763888889	255.821974206349
1d	17	14	no	1	2	1	0.1	0	309442260	3581.50763888889	255.821974206349
4d	11	15.75	yes	6	4	1	0.075	0	309484680	3581.99861111111	255.857043650794
4d	11	15.75	yes	6	4	2	0.075	0	309484680	3581.99861111111	255.857043650794
1d	17	14	yes	1	2	1	0.05	0	310047060	3588.50763888889	256.321974206349
1d	17	14	no	1	2	1	0.05	0	310047060	3588.50763888889	256.321974206349
all	11	7	no	3	2	3	0	0	310349400	3592.00694444444	256.571924603175
2d	11	17.5	yes	3	3	4	0.025	0	312768240	3620.00277777778	258.571626984127
4d	17	10.5	no	2	3	1	0	0	313502460	3628.50069444444	259.178621031746
3d	17	14	yes	4	3	4	0	0	313675740	3630.50625	259.321875
4d	11	12.25	yes	4	4	4	0.1	0	314928000	3645	260.357142857143
3d	17	9.33333333333333	no	2	2	2	0	0	314971860	3645.50763888889	260.393402777778
3d	17	9.33333333333333	no	2	2	2	0.025	0	314971860	3645.50763888889	260.393402777778
2d	11	17.5	yes	3	3	4	0.05	0	315532920	3652.00138888889	260.857242063492
3d	17	16.3333333333333	yes	5	3	3	0.075	0	316181340	3659.50625	261.393303571429
all	16	9.33333333333333	yes	5	4	1	0.1	0	316224840	3660.00972222222	261.429265873016
all	16	9.33333333333333	yes	5	4	2	0.1	0	316224840	3660.00972222222	261.429265873016
3d	11	18.6666666666667	yes	6	3	4	0.05	0	317174760	3671.00416666667	262.214583333333
2d	11	21	yes	3	4	2	0.025	0	317606280	3675.99861111111	262.571329365079
4d	11	14	yes	5	4	4	0.075	0	318901800	3690.99305555556	263.642361111111
3d	17	14	yes	4	3	2	0.1	0	319032300	3692.50347222222	263.750248015873
2d	12	28	yes	6	3	1	0.075	0	319594320	3699.00833333333	264.214880952381
all	17	14	no	6	2	1	0.05	0	320846700	3713.50347222222	265.250248015873
all	17	14	no	6	2	1	0.075	0	320846700	3713.50347222222	265.250248015873
all	17	14	no	6	2	1	0.1	0	320846700	3713.50347222222	265.250248015873
4d	17	14	yes	5	4	1	0.05	0	321883260	3725.50069444444	266.107192460317
4d	17	14	yes	5	4	2	0.05	0	321883260	3725.50069444444	266.107192460317
3d	17	9.33333333333333	yes	3	2	4	0.1	0	321969900	3726.50347222222	266.178819444444
3d	11	14	yes	3	4	3	0.075	0	322272600	3730.00694444444	266.429067460317
3d	17	18.6666666666667	yes	5	4	3	0.025	0	323697300	3746.49652777778	267.60689484127
4d	17	12.25	yes	5	3	3	0.1	0	324993660	3761.50069444444	268.678621031746
4d	17	7	no	4	1	2	0.05	0	325079940	3762.49930555556	268.749950396825
4d	17	7	no	4	1	2	0.075	0	325079940	3762.49930555556	268.749950396825
4d	17	7	no	4	1	2	0.1	0	325079940	3762.49930555556	268.749950396825
2d	11	14	yes	2	3	4	0	0	326332560	3776.99722222222	269.785515873016
2d	11	7	yes	2	1	4	0	0	327282720	3787.99444444444	270.571031746032
2d	11	7	yes	2	1	4	0.025	0	327714720	3792.99444444444	270.928174603175
2d	11	7	yes	2	1	4	0.05	0	327714720	3792.99444444444	270.928174603175
2d	11	7	yes	2	1	4	0.075	0	327714720	3792.99444444444	270.928174603175
2d	11	7	yes	2	1	4	0.1	0	327714720	3792.99444444444	270.928174603175
4d	17	10.5	yes	3	4	1	0.05	0	328276620	3799.49791666667	271.392708333333
4d	17	15.75	yes	6	4	3	0.05	0	329054220	3808.49791666667	272.03556547619
3d	17	7	yes	3	1	4	0.05	0	329832420	3817.50486111111	272.678918650794
3d	17	7	yes	3	1	4	0.075	0	329832420	3817.50486111111	272.678918650794
3d	17	7	yes	3	1	4	0.1	0	329832420	3817.50486111111	272.678918650794
2d	11	21	yes	3	4	3	0	0	330134880	3821.00555555556	272.928968253968
3d	17	9.33333333333333	yes	3	2	4	0	0	331128420	3832.50486111111	273.750347222222
3d	17	9.33333333333333	yes	3	2	4	0.025	0	331387620	3835.50486111111	273.964632936508
3d	17	9.33333333333333	yes	3	2	4	0.05	0	331387620	3835.50486111111	273.964632936508
3d	17	9.33333333333333	yes	3	2	4	0.075	0	331387620	3835.50486111111	273.964632936508
1d	17	42	yes	6	1	1	0.075	0	331473780	3836.50208333333	274.035863095238
3d	17	18.6666666666667	yes	6	3	1	0.075	0	331905300	3841.49652777778	274.392609126984
all	11	14	no	6	2	2	0.05	0	331949400	3842.00694444444	274.429067460317
all	11	14	no	6	2	2	0.075	0	331949400	3842.00694444444	274.429067460317
all	11	14	no	6	2	2	0.1	0	331949400	3842.00694444444	274.429067460317
1d	11	49	yes	6	2	1	0.1	0	332122200	3844.00694444444	274.571924603175
2d	11	10.5	yes	2	2	4	0	0	333330720	3857.99444444444	275.571031746032
2d	11	10.5	yes	2	2	4	0.025	0	333762720	3862.99444444444	275.928174603175
4d	17	12.25	yes	5	3	4	0.075	0	334324260	3869.49375	276.392410714286
all	11	9.33333333333333	no	2	4	1	0	0	334972320	3876.99444444444	276.928174603175
2d	17	17.5	yes	3	3	3	0.025	0	335275140	3880.49930555556	277.178521825397
2d	17	28	yes	6	3	2	0	0	335361780	3881.50208333333	277.250148809524
2d	17	21	yes	4	3	1	0.05	0	336658140	3896.50625	278.321875
2d	11	10.5	yes	2	2	4	0.05	0	336700320	3896.99444444444	278.356746031746
2d	17	21	yes	4	3	1	0.025	0	336744660	3897.50763888889	278.393402777778
3d	11	21	yes	6	4	2	0.05	0	336787320	3898.00138888889	278.428670634921
all	11	14	no	4	3	1	0.05	0	337045920	3900.99444444444	278.64246031746
3d	11	21	yes	6	4	3	0.025	0	337047000	3901.00694444444	278.643353174603
all	11	14	no	4	3	2	0.025	0	337132440	3901.99583333333	278.713988095238
1d	11	42	yes	6	1	2	0	0	337737840	3909.00277777778	279.214484126984
1d	11	42	yes	6	1	2	0.025	0	337737840	3909.00277777778	279.214484126984
3d	17	14	no	3	2	1	0.05	0	337867140	3910.49930555556	279.321378968254
3d	11	18.6666666666667	no	4	2	2	0	0	338256240	3915.00277777778	279.643055555556
2d	17	21	yes	4	3	2	0	0	340200300	3937.50347222222	281.250248015873
3d	16	14	yes	3	4	1	0.05	0	343440840	3975.00972222222	283.929265873016
3d	17	14	yes	6	1	4	0	0	343656300	3977.50347222222	284.107390873016
1d	17	42	yes	5	2	1	0	0	344433180	3986.49513888889	284.749652777778
all	11	7	no	2	3	2	0.1	0	344736000	3990	285
2d	11	21	no	3	2	2	0.025	0	344736240	3990.00277777778	285.000198412698
2d	11	21	no	3	2	2	0.05	0	344736240	3990.00277777778	285.000198412698
2d	11	21	no	6	1	1	0.075	0	344909520	3992.00833333333	285.143452380952
2d	11	21	no	6	1	1	0.1	0	344909520	3992.00833333333	285.143452380952
1d	11	35	yes	4	2	1	0.1	0	344995320	3993.00138888889	285.214384920635
3d	17	18.6666666666667	yes	6	3	2	0.05	0	345038820	3993.50486111111	285.250347222222
2d	11	21	no	3	2	2	0	0	345513960	3999.00416666667	285.643154761905
1d	11	35	yes	3	3	1	0.05	0	346205400	4007.00694444444	286.214781746032
1d	11	35	yes	3	3	1	0.075	0	346205400	4007.00694444444	286.214781746032
2d	11	17.5	yes	4	2	4	0.05	0	348106200	4029.00694444444	287.78621031746
2d	11	17.5	yes	4	2	4	0.075	0	348106200	4029.00694444444	287.78621031746
2d	11	17.5	yes	4	2	4	0.1	0	348106200	4029.00694444444	287.78621031746
3d	17	14	no	6	1	1	0.05	0	348667740	4035.50625	288.250446428571
2d	11	17.5	yes	4	2	4	0.025	0	348883920	4038.00833333333	288.429166666667
3d	17	11.6666666666667	yes	5	1	4	0.1	0	349012380	4039.49513888889	288.535367063492
2d	11	24.5	yes	6	2	3	0.075	0	349315800	4043.00694444444	288.78621031746
2d	11	24.5	yes	6	2	4	0.075	0	349315800	4043.00694444444	288.78621031746
4d	11	10.5	no	6	1	2	0	0	349661160	4047.00416666667	289.071726190476
4d	11	10.5	no	6	1	2	0.025	0	349661160	4047.00416666667	289.071726190476
4d	11	10.5	no	6	1	2	0.05	0	349661160	4047.00416666667	289.071726190476
4d	11	10.5	no	6	1	2	0.075	0	349661160	4047.00416666667	289.071726190476
4d	11	10.5	no	6	1	2	0.1	0	349661160	4047.00416666667	289.071726190476
2d	11	21	yes	4	3	3	0	0	349747320	4048.00138888889	289.142956349206
2d	17	14	yes	4	1	3	0.025	0	350740980	4059.50208333333	289.96443452381
2d	11	17.5	yes	4	2	4	0	0	351130320	4064.00833333333	290.28630952381
1d	11	28	yes	3	2	3	0.05	0	351389400	4067.00694444444	290.500496031746
1d	11	28	yes	3	2	3	0.075	0	351389400	4067.00694444444	290.500496031746
2d	17	14	yes	4	1	3	0.075	0	351864300	4072.50347222222	290.89310515873
3d	10	14	yes	3	4	2	0.1	0	351907200	4073	290.928571428571
3d	16	7	yes	1	3	1	0.025	0	352079040	4074.98888888889	291.070634920635
3d	16	7	yes	1	3	1	0.05	0	352079040	4074.98888888889	291.070634920635
3d	16	7	no	1	3	1	0.025	0	352079040	4074.98888888889	291.070634920635
3d	16	7	no	1	3	1	0.05	0	352079040	4074.98888888889	291.070634920635
2d	17	14	yes	4	1	3	0.05	0	352468980	4079.50208333333	291.393005952381
1d	11	42	yes	4	3	1	0	0	352771680	4083.00555555556	291.643253968254
1d	11	28	yes	3	2	3	0	0	353203800	4088.00694444444	292.000496031746
1d	11	28	yes	3	2	3	0.025	0	353203800	4088.00694444444	292.000496031746
1d	11	42	yes	5	2	2	0	0	354326880	4101.00555555556	292.928968253968
2d	11	28	yes	5	4	2	0	0	354413520	4102.00833333333	293.000595238095
2d	11	28	yes	5	4	3	0	0	354413520	4102.00833333333	293.000595238095
2d	17	14	yes	4	1	3	0.1	0	355061100	4109.50347222222	293.535962301587
1d	11	28	no	4	1	1	0.05	0	356832240	4130.00277777778	295.000198412698
1d	11	28	no	4	1	1	0.075	0	356832240	4130.00277777778	295.000198412698
4d	17	14	no	4	2	1	0.025	0	357134100	4133.49652777778	295.249751984127
2d	11	14	yes	2	3	2	0.1	0	357351120	4136.00833333333	295.429166666667
2d	11	28	no	4	2	1	0	0	358042320	4144.00833333333	296.000595238095
